city,latitude,longitude,pageurl,site_review_rating,property_name
Manali,32.1393865,77.1546599,http://www.goibibo.com/hotels/detail/Manali/hn/2242315224277940906/4295794325445028988/na/hq/,4,Baragarh Regency
Gurgaon,28.4720966,77.0725457,http://www.goibibo.com/hotels/detail/Gurgaon/hn/1466927038870613796/5361191673431822820/na/hq/,4.5,Asian Suites A- 585
Goa,15.54839798,73.75763376,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/6611126874555866446/na/hq/,2.5,Bevvan Resort
Manali,32.2236026,77.1858995,http://www.goibibo.com/hotels/detail/Manali/hn/2242315224277940906/5894044798937879118/na/hq/,5,Apple Inn Cottage
Delhi,28.6467775,77.2127353,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/7309398067370029045/na/hq/,2.8,Anmol Hotel Pvt.Ltd
Goa,15.56092347,73.74975872,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/3768679679353292888/na/hq/,3.9,Baia Do Sol (A Boutique Beach Resort)
Delhi,28.5403197,77.2613326,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/4322682276577382235/na/hq/,1,Balaji Residency
Delhi,28.65058813,77.194692,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/5862309908432478435/na/hq/,4,BB Palace-A Boutique Hotel
Jaipur,26.9047751,75.7488641,http://www.goibibo.com/hotels/detail/Jaipur/hn/4278754392716898526/2733323897862092484/na/hq/,3,Art Inn Homestay
Delhi,28.5732907,77.2219418,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/6345938336663021173/na/hq/,1,Arjun Homestay
Guwahati,26.16618281,91.77741357,http://www.goibibo.com/hotels/detail/Guwahati/hn/3518826103379012321/8397644275697850789/na/hq/,4.3,Ashirwad Homestay
NOIDA,28.5522379,77.3597194,http://www.goibibo.com/hotels/detail/NOIDA/hn/2311763083662248959/1894799850509469749/na/hq/,1,Apna Ghar- Sector 46
Delhi,28.7097476,77.1103954,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/2584506122328817632/na/hq/,1,Baba Guest House
Manali,32.2459026,77.1880853,http://www.goibibo.com/hotels/detail/Manali/hn/2242315224277940906/6092125296876225276/na/hq/,1,Baragarh Villa
Goa,15.5049283,73.7919103,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/7895665242797159088/na/hq/,4.6,Annapurna Guest House
Chennai,12.8944628,80.2273584,http://www.goibibo.com/hotels/detail/Chennai/hn/4354390963378411938/5838534518404123141/na/hq/,3.6,ARAVINDAR RESIDENCY
Chitrasani,24.26778,72.483507,http://www.goibibo.com/hotels/detail/Chitrasani/hn/8270415669473346029/858028934194279477/na/hq/,1,Balaram Palace Resort
Sawai Madhopur,26.0065687,76.6037222,http://www.goibibo.com/hotels/detail/Sawai Madhopur/hn/8314560716455433059/7084914320933501817/na/hq/,1,Bhadrawati Safari Lodge
Dalhousie,32.537371,75.9824737,http://www.goibibo.com/hotels/detail/Dalhousie/hn/3084536095241319598/6911500444483426513/na/hq/,4.2,AS Clarks inn
Alleppey,9.4980667,76.3388484,http://www.goibibo.com/hotels/detail/Alleppey/hn/31335703284729576/5652179225838307603/na/hq/,1,"Beautiful Alleppey Tours Two Bedroom, Alleppey"
Pune,18.47885819,73.82231814,http://www.goibibo.com/hotels/detail/Pune/hn/1554245012668028405/500962097627242132/na/hq/,1,Ashiyana
Nanded,19.1382514,77.3209555,http://www.goibibo.com/hotels/detail/Nanded/hn/3336688138651690805/5937809647717405578/na/hq/,3.2,ASHIRWAD LODGING
Mandarmani,21.66141333,87.69783314,http://www.goibibo.com/hotels/detail/Mandarmani/hn/1111111239243616096/5656800341938213987/na/hq/,4.5,Aqua Marina Drive Inn
Yercaud,11.78877598,78.21110564,http://www.goibibo.com/hotels/detail/Yercaud/hn/1639542103726057691/6879118792976575959/na/hq/,4.6,Annai Illam Guest House
Manali,32.21280111,77.19837426,http://www.goibibo.com/hotels/detail/Manali/hn/2242315224277940906/5005574505750363684/na/hq/,4,Bella Marina Villa
Gurgaon,28.4667564,77.0930199,http://www.goibibo.com/hotels/detail/Gurgaon/hn/1466927038870613796/4889284663632476706/na/hq/,1,ATOM Guest House
Srinagar,34.0988217,74.84297829,http://www.goibibo.com/hotels/detail/Srinagar/hn/5999885939075030137/9208544873636475502/na/hq/,1,Bendmeer Group of House Boat and Resorts
Pune,18.2962689,73.637432,http://www.goibibo.com/hotels/detail/Pune/hn/1554245012668028405/9012396774552836840/na/hq/,1,Balaji Resorts
Chiplun,17.5323106,73.5177928,http://www.goibibo.com/hotels/detail/Chiplun/hn/9048186197474314615/2513089755769812885/na/hq/,1,Asha Sukha Nivas Laudge
Pune,18.5479334,73.90096309,http://www.goibibo.com/hotels/detail/Pune/hn/1554245012668028405/8178587430572124627/na/hq/,4.6,AR Suites Fontana Bay
Manali,32.226787,77.1854487,http://www.goibibo.com/hotels/detail/Manali/hn/2242315224277940906/4478999961707006727/na/hq/,2.9,Atithi Cottages
Bangalore,12.9058293,77.5783209,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/1820244190174456963/na/hq/,4,Aurick Hotel
Bagalkot,16.1846503,75.7009452,http://www.goibibo.com/hotels/detail/Bagalkot/hn/2066191394474297388/2874679925250080798/na/hq/,1,Anugraha Deluxe Hotel
Wayanad,11.6045217,76.0834992,http://www.goibibo.com/hotels/detail/Wayanad/hn/6194322623629521587/6131019257183698007/na/hq/,4.3,Best Western Plus Ekobarn
Chandigarh,30.7046486,76.7178726,http://www.goibibo.com/hotels/detail/Chandigarh/hn/1490240556082995568/6448459893533326885/na/hq/,1.6,Aura Vaseela
Mcleodganj,32.2418621,76.32083465,http://www.goibibo.com/hotels/detail/Mcleodganj/hn/1307280128191747221/2951423882431725933/na/hq/,4.1,Anupam Resorts
Goa,15.56068833,73.75276548,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/2023641376376684378/na/hq/,3.4,Atharv Coastal End Guest House
Rishikesh,30.0869281,78.2676116,http://www.goibibo.com/hotels/detail/Rishikesh/hn/1546081981995124445/3149885811133745240/na/hq/,1,Badrish
Anantapur,14.4158928,77.7255276,http://www.goibibo.com/hotels/detail/Anantapur/hn/3996681253492714114/1287616541988898049/na/hq/,1,Balaji Inn
Nainital,29.4240533,79.4266449,http://www.goibibo.com/hotels/detail/Nainital/hn/4883398002803141725/4276967308691594885/na/hq/,3.5,Ashokas Naini Chalet
Palakkad,10.7770321,76.6763738,http://www.goibibo.com/hotels/detail/Palakkad/hn/5880173016690161606/1844726861434833034/na/hq/,1,Apex Residency
Alleppey,9.4980667,76.3388484,http://www.goibibo.com/hotels/detail/Alleppey/hn/31335703284729576/4427624344258898706/na/hq/,1,Bens Houseboats 4 Bed Room A/c DLX (4)
Srinagar,34.1255413,74.9442585,http://www.goibibo.com/hotels/detail/Srinagar/hn/5999885939075030137/3044211523768436435/na/hq/,1,BE MY GUEST
Chennai,12.9661099,80.1479566,http://www.goibibo.com/hotels/detail/Chennai/hn/4354390963378411938/8216672210062482108/na/hq/,3.6,AVNB Towers
Bangalore,12.95709023,77.70223491,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/1641169030347778861/na/hq/,4.3,ATITHI RESIDENCY - MARTHAHALLI
Pushkar,26.489749,74.5510856,http://www.goibibo.com/hotels/detail/Pushkar/hn/888442746688644020/594682091652515536/na/hq/,4.1,AROMA
Dapoli Camp,17.7656238,73.1674128,http://www.goibibo.com/hotels/detail/Dapoli Camp/hn/6802487720102970772/6974478456865030488/na/hq/,1,Bahar Homestay
Calicut,11.2587531,75.78041,http://www.goibibo.com/hotels/detail/Calicut/hn/7186114167120052770/2421143569227330659/na/hq/,1,BEACH HOTEL
Goa,15.5809248,73.7448437,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/416154305420052842/na/hq/,4.4,Arjun Villa
Guwahati,26.1783205,91.7530844,http://www.goibibo.com/hotels/detail/Guwahati/hn/3518826103379012321/8739754099060775668/na/hq/,4,Awesome Palace
Tiruvannamalai,12.2358388,79.0263645,http://www.goibibo.com/hotels/detail/Tiruvannamalai/hn/87537878006825382/2992489734750525079/na/hq/,4.5,Arpanaa Hotel
Hyderabad,15.9128998,79.7399875,http://www.goibibo.com/hotels/detail/Hyderabad/hn/2162254155836171767/7910064814910133009/na/hq/,1,Athidhi Guest House
Mumbai,18.9304462,72.8260931,http://www.goibibo.com/hotels/detail/Mumbai/hn/4213513766539949483/2524150966719009867/na/hq/,1,Astoria Hotel
Rishikesh,30.131591,78.3241469,http://www.goibibo.com/hotels/detail/Rishikesh/hn/1546081981995124445/8170472867171926808/na/hq/,3.1,Bhagirathi Palace
Gwalior,26.1973344,78.1684973,http://www.goibibo.com/hotels/detail/Gwalior/hn/8796441741742604098/7870938642581757264/na/hq/,2.7,Arihant Guest House.
Lucknow,26.8481666,80.98527,http://www.goibibo.com/hotels/detail/Lucknow/hn/9114123290289445387/4547156026166663985/na/hq/,3.8,Avadh INN
Ernakulam,9.976876034,76.30261126,http://www.goibibo.com/hotels/detail/Ernakulam/hn/8210666562286566619/7796352869752983126/na/hq/,1,Athithi Homes
Alleppey,9.4980667,76.3388484,http://www.goibibo.com/hotels/detail/Alleppey/hn/31335703284729576/8743035717691000047/na/hq/,1,Bens Houseboats 4 Bed Room A/c DLX (2)
Goa,15.59454069,73.7343353,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/8588187973958777764/na/hq/,3.9,Antares Beach Resort
Jaipur,26.91822023,75.79978475,http://www.goibibo.com/hotels/detail/Jaipur/hn/4278754392716898526/3509411873553104179/na/hq/,4.4,Backpacker Panda Jaipur
Noida,28.54114279,77.38282847,http://www.goibibo.com/hotels/detail/Noida/hn/2311763083662248959/724520463343746929/na/hq/,1.3,Avasa Hotel
Kanha,22.2830364,80.6181218,http://www.goibibo.com/hotels/detail/Kanha/hn/1858119261619362733/3604537201193669832/na/hq/,1,Bagh Tola Kanha
Munnar,10.0889333,77.0595248,http://www.goibibo.com/hotels/detail/Munnar/hn/1780299204263085384/3276991485641953709/na/hq/,1,ANNAS HOMESTAY
Alleppey,9.4980667,76.3388484,http://www.goibibo.com/hotels/detail/Alleppey/hn/31335703284729576/3612603166449901209/na/hq/,1,Antonys Eco Houseboat
Udaipur,24.54432478,73.64417642,http://www.goibibo.com/hotels/detail/Udaipur/hn/3369724356477798574/1724689910021047507/na/hq/,4.2,Araliayas Resort
Bangalore,12.9715987,77.5945627,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/3310720088006253032/na/hq/,1,Bhagini Residency
Faizabad,28.6139391,77.2090212,http://www.goibibo.com/hotels/detail/Faizabad/hn/512896533605776442/4200883082070833687/na/hq/,1,AP House
Bangalore,13.370154,77.6834551,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/6532519936219677835/na/hq/,1,Aura Foothills
Munnar,10.03087,77.1618783,http://www.goibibo.com/hotels/detail/Munnar/hn/1780299204263085384/9016664000975820304/na/hq/,3.7,Ayur County
Goa,15.2993265,74.123996,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/7577307276018112734/na/hq/,4,Bay Luxe
Rohtak,28.8890982,76.6138327,http://www.goibibo.com/hotels/detail/Rohtak/hn/2182253611357095182/4333656238685458559/na/hq/,1,Basera Guest House
Mandarmani,21.659977,87.6908123,http://www.goibibo.com/hotels/detail/Mandarmani/hn/1111111239243616096/4696128476560822120/na/hq/,3.5,Arya Beach Resort Mandarmani
Raigad,18.7624023,72.8652243,http://www.goibibo.com/hotels/detail/Raigad/hn/3780529626681451081/4296984669157050649/na/hq/,1,Antiguo Alibaug
Munnar,10.0866509,77.0610071,http://www.goibibo.com/hotels/detail/Munnar/hn/1780299204263085384/4775715382874004746/na/hq/,4.2,Bellmount Resorts
Chikmagalur,13.3685736,75.6571751,http://www.goibibo.com/hotels/detail/Chikmagalur/hn/4801527334652294087/7966812670456926637/na/hq/,0,Bean Stalk Bagmane Homestay
Kolkata,22.5827198,88.40827942,http://www.goibibo.com/hotels/detail/Kolkata/hn/2066465017672827882/3117097135791874621/na/hq/,1,"Banayan Appartment ,Russell Street"
Manali,32.2396325,77.1887145,http://www.goibibo.com/hotels/detail/Manali/hn/2242315224277940906/1898815078021667904/na/hq/,1,Baragarh Villa
Manali,32.09650257,77.12678766,http://www.goibibo.com/hotels/detail/Manali/hn/2242315224277940906/3504224672265151551/na/hq/,1,BAZIRA COTTAGES
Varkala,28.6139391,77.2090212,http://www.goibibo.com/hotels/detail/Varkala/hn/4947247049944326597/3981579951673210984/na/hq/,1,Ayushi Ayurvedi Retreat
Thrissur,10.4184641,76.0994875,http://www.goibibo.com/hotels/detail/Thrissur/hn/9163162457646324921/1451441753395665318/na/hq/,1,AVANTHIKA HOMESTAY
Kodaikanal,10.23560378,77.49242222,http://www.goibibo.com/hotels/detail/Kodaikanal/hn/444516582436447369/9068186247319823805/na/hq/,1,ASTORIA VEG
Malwan,16.1086061,73.471054,http://www.goibibo.com/hotels/detail/Malwan/hn/9026350779881719747/2337869992550159719/na/hq/,1,Arvind Niwas
Chennai,13.0694273,80.1980712,http://www.goibibo.com/hotels/detail/Chennai/hn/4354390963378411938/285042846450181057/na/hq/,3.4,Balaji Residency
Lucknow,26.8619743,80.97840852,http://www.goibibo.com/hotels/detail/Lucknow/hn/9114123290289445387/3471687688665427972/na/hq/,2.7,Aryan Hotel
Alleppey,9.4980667,76.3388484,http://www.goibibo.com/hotels/detail/Alleppey/hn/31335703284729576/510480237128143322/na/hq/,1,Bens Houseboats 2 Bed Room A/c DLX (2)
Indore,22.71761108,75.87462344,http://www.goibibo.com/hotels/detail/Indore/hn/6727020267875173073/6756810580382023123/na/hq/,4.5,Best Western Plus O2
Chennai,13.054749,80.2111616,http://www.goibibo.com/hotels/detail/Chennai/hn/4354390963378411938/1210097564904738199/na/hq/,3.3,Aspni Inn
Sawai Madhopur,26.01691763,76.3649125,http://www.goibibo.com/hotels/detail/Sawai Madhopur/hn/8314560716455433059/5202335270209750702/na/hq/,4.5,"Anuraga Palace, Treehouse Palace Hotel"
Wayanad,11.6517395,76.187579,http://www.goibibo.com/hotels/detail/Wayanad/hn/6194322623629521587/5699201155376762795/na/hq/,4,ASHTAMI RESORT
Varanasi,25.2980853,83.0008432,http://www.goibibo.com/hotels/detail/Varanasi/hn/710870868236923145/1240649033033658088/na/hq/,1,Azure Guest House
Coimbatore,11.0168445,76.9558321,http://www.goibibo.com/hotels/detail/Coimbatore/hn/3924148632351062483/8297994577200098203/na/hq/,1,Arul Nakshatra Service Apartment
Chennai,13.0826802,80.2707184,http://www.goibibo.com/hotels/detail/Chennai/hn/4354390963378411938/373266868256453041/na/hq/,1,BAVA LODGE
Hyderabad,17.44689227,78.38379466,http://www.goibibo.com/hotels/detail/Hyderabad/hn/2162254155836171767/6389780845707797528/na/hq/,4.5,Avasa Hotel
Mumbai,19.1199358,72.8466076,http://www.goibibo.com/hotels/detail/Mumbai/hn/4213513766539949483/6667529315256100187/na/hq/,1,"Arista Service Apartments,Andheri"
Jaipur,26.9254891,75.79081935,http://www.goibibo.com/hotels/detail/Jaipur/hn/4278754392716898526/3247801073453855997/na/hq/,3.9,Chit Chat Palace
Goa,15.5443686,73.7615756,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/3042326202223852165/na/hq/,3.5,Calangute Alcove Luxury Apartment
Kolhapur,16.7024958,74.2322025,http://www.goibibo.com/hotels/detail/Kolhapur/hn/3931060669256740310/4480290833286201471/na/hq/,1,Chalukya Deluxe
Goa,15.59459044,73.73796309,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/3819484547027007908/na/hq/,4.8,Brisa Do Mar
Gurgaon,28.45992092,77.06226874,http://www.goibibo.com/hotels/detail/Gurgaon/hn/1466927038870613796/5551824305683943854/na/hq/,3.8,Blooms 1
Aritar,27.1878853,88.6747675,http://www.goibibo.com/hotels/detail/Aritar/hn/7435060644162954334/2763179587330501057/na/hq/,1,Bokhim Village Resort
Dharwad,15.45407367,75.00734312,http://www.goibibo.com/hotels/detail/Dharwad/hn/4570281374496643029/8253986634996266174/na/hq/,1,Brindavan Lodge
Bangalore,12.8971736,77.5999789,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/7098575061494955990/na/hq/,4.3,Brahma Inn Executive Rooms
Bhiwadi,28.14333817,76.81595655,http://www.goibibo.com/hotels/detail/Bhiwadi/hn/7188225528769381636/5328820882515281302/na/hq/,4.8,Blue Lemon Apartment Hotel
Baleshwar,21.4498151,87.0168535,http://www.goibibo.com/hotels/detail/Baleshwar/hn/3334163371170104058/2713425354039687430/na/hq/,1,CHANDIPUR HOTEL
Mahabaleshwar,17.9313112,73.6672583,http://www.goibibo.com/hotels/detail/Mahabaleshwar/hn/7813632526399525655/6145297831868202933/na/hq/,1,Breeze Inn Bungalow
Pune,18.5362084,73.8939748,http://www.goibibo.com/hotels/detail/Pune/hn/1554245012668028405/6380810916634039466/na/hq/,5,Bluebell Hospitality Services
Ghaziabad,28.664471,77.321394,http://www.goibibo.com/hotels/detail/Ghaziabad/hn/1930868727827802776/1887548799589691492/na/hq/,1,Bharat Guest House
Baijnath,32.0521085,76.6492869,http://www.goibibo.com/hotels/detail/Baijnath/hn/7939986554982909525/3522014678456076450/na/hq/,1,"Camp Oak View, Bir"
Gurgaon,28.4622335,77.0948864,http://www.goibibo.com/hotels/detail/Gurgaon/hn/1466927038870613796/8427517556139503187/na/hq/,3.7,Callista Inn Golf Course Road
Bangalore,12.9546284,77.6822522,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/3995796004504321820/na/hq/,1,Chalet Diamond Penthouse
Chennai,13.0123464,80.2415414,http://www.goibibo.com/hotels/detail/Chennai/hn/4354390963378411938/3345170488200552974/na/hq/,3.6,Chennai Stays (Guindy)
Jaisalmer,26.91509817,70.94675353,http://www.goibibo.com/hotels/detail/Jaisalmer/hn/8665923561677193166/2901230185770780191/na/hq/,4.6,BRYS Fort
Gurgaon,28.4546386,77.0390265,http://www.goibibo.com/hotels/detail/Gurgaon/hn/1466927038870613796/7068566537676340771/na/hq/,1,Citi Hotel &amp; Suites Jharsa
Jaisalmer,26.901934,70.9458929,http://www.goibibo.com/hotels/detail/Jaisalmer/hn/8665923561677193166/2680112195018082724/na/hq/,3.9,Chokhi Dhani - The Palace Hotel
Shahtalai,31.4531151,76.5204857,http://www.goibibo.com/hotels/detail/Shahtalai/hn/6664714240582233333/7580929415568801129/na/hq/,1,Chadda Guest House
Jaisalmer,26.9098688,70.9104913,http://www.goibibo.com/hotels/detail/Jaisalmer/hn/8665923561677193166/1607770721681237020/na/hq/,3.8,Castle  View Jaisalmer
Chennai,13.0826802,80.2707184,http://www.goibibo.com/hotels/detail/Chennai/hn/4354390963378411938/8876765145912624824/na/hq/,3,Central Gate
Guwahati,26.1446451,91.7842783,http://www.goibibo.com/hotels/detail/Guwahati/hn/3518826103379012321/7629923397460542102/na/hq/,3,Blue Moon Guest House
Almora,29.593587,79.5448673,http://www.goibibo.com/hotels/detail/Almora/hn/2650028913914216165/7925133816648320831/na/hq/,1,Camp Chrysalid Sitlakhet (16km From Almora)
Jodhpur,26.25082705,73.39634211,http://www.goibibo.com/hotels/detail/Jodhpur/hn/2455265397967176363/1561318506084324259/na/hq/,4.7,Chandelao Garh (Heritage Hotel)
Goa,15.50602462,73.82518885,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/3536106919481157272/na/hq/,4.5,Cabo Cabana Wooden Cottages
Agra,27.20701554,77.97165726,http://www.goibibo.com/hotels/detail/Agra/hn/2049835366479118179/5917747484402036577/na/hq/,4.1,Bhawna Clarks Inn
Jalandhar,31.3260152,75.5761829,http://www.goibibo.com/hotels/detail/Jalandhar/hn/9183124365971450275/7554587367955710101/na/hq/,1,Chhabra Guest House
Varkala,8.7403891,76.6974664,http://www.goibibo.com/hotels/detail/Varkala/hn/4947247049944326597/9209743872255838749/na/hq/,3.1,Black Beach Resort
Hubli,15.3513362,75.1379375,http://www.goibibo.com/hotels/detail/Hubli/hn/4175146706007535451/916251755901568893/na/hq/,3.7,Bharati Lodge
Nainital,29.3803039,79.4635658,http://www.goibibo.com/hotels/detail/Nainital/hn/4883398002803141725/3050502778611686447/na/hq/,4.7,Camp Sparrow
Coorg,12.3374942,75.8069082,http://www.goibibo.com/hotels/detail/Coorg/hn/6624397033787067229/1194572980365141237/na/hq/,1,CHIKKOS NEST HOMESTAY
Chail,30.9676214,77.1916497,http://www.goibibo.com/hotels/detail/Chail/hn/5381678877017369458/46690209237592097/na/hq/,1,Camp Jayshee
Goa,15.56547782,73.74977822,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/7357912063120754653/na/hq/,4.7,Braganza Guest House
Bangalore,12.9839161,77.7520895,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/431711020416742852/na/hq/,5,Bulande Hope farm Bangalore
Chikhaldara,21.3981985,77.3447554,http://www.goibibo.com/hotels/detail/Chikhaldara/hn/6746047545406388545/4827468700507657056/na/hq/,1,Bhima's Paradise
Nainital,29.3763956,79.391605,http://www.goibibo.com/hotels/detail/Nainital/hn/4883398002803141725/7492307463112537187/na/hq/,1,Camp Mehi Tents
Panchgani,17.9239501,73.8036752,http://www.goibibo.com/hotels/detail/Panchgani/hn/6630003071254964353/1587641539512757674/na/hq/,1,Bhatia Villa 5
Dibrugarh,27.4728327,94.9119621,http://www.goibibo.com/hotels/detail/Dibrugarh/hn/8112233193695852761/7281292198381362799/na/hq/,1,Chowkidinghee Heritage Chang Bungalow
Gurgaon,28.4601745,77.0666121,http://www.goibibo.com/hotels/detail/Gurgaon/hn/1466927038870613796/1638811844366451949/na/hq/,5,BKS Guest House
Mysore,12.4102752,76.67088068,http://www.goibibo.com/hotels/detail/Mysore/hn/6237241643285427714/3985453905844643008/na/hq/,4.6,Cauvery Sannidhi
Munnar,10.0376437,77.1629804,http://www.goibibo.com/hotels/detail/Munnar/hn/1780299204263085384/7243843814619991335/na/hq/,1,Casa Del Fauno
Gangtok,27.3270234,88.6111288,http://www.goibibo.com/hotels/detail/Gangtok/hn/1196252839838244621/2432139124654628774/na/hq/,4.5,Central Ninamma  Boutique Resort
Jaipur,26.76625542,75.83593618,http://www.goibibo.com/hotels/detail/Jaipur/hn/4278754392716898526/8691775533412484673/na/hq/,4.3,Chokhi Dhani - An Ethnic Village Resort
Dhanaulti,30.4209685,78.2509964,http://www.goibibo.com/hotels/detail/Dhanaulti/hn/6425088845874313937/1350673632609432411/na/hq/,1,Camp O Royale
Yercaud,11.775251,78.2092576,http://www.goibibo.com/hotels/detail/Yercaud/hn/1639542103726057691/4800664169711998152/na/hq/,4.6,Brindhavan Dream House
Havelock Island,12.02313599,93.00431342,http://www.goibibo.com/hotels/detail/Havelock Island/hn/3545004081111111111/9130046172689576177/na/hq/,4.6,Blue Bird Resort
Kolkata,22.61836608,88.43279062,http://www.goibibo.com/hotels/detail/Kolkata/hn/2066465017672827882/7250809199505818159/na/hq/,4.3,Celesta
Tirupati,13.62699357,79.42858332,http://www.goibibo.com/hotels/detail/Tirupati/hn/18688368793823515/3534130694081375452/na/hq/,2.9,Chethans inn  serviced apartments
Goa,15.541667,73.761944,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/1320482493737519/na/hq/,3.4,Calangute Annexe
Nainital,29.3803039,79.4635658,http://www.goibibo.com/hotels/detail/Nainital/hn/4883398002803141725/2378908439695748262/na/hq/,1,Camp Mehi Cottages
Bangalore,12.9715987,77.5945627,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/107916302135743672/na/hq/,1,CARAMEL HOMESTAY
Hyderabad,17.4471644,78.3722413,http://www.goibibo.com/hotels/detail/Hyderabad/hn/2162254155836171767/7946503419562103283/na/hq/,1,Blue Dawn Suites Service Appartment
Goa,15.5828843,73.73983218,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/2961652997901380615/na/hq/,5,Casa Anjuna-Boutique Resort
Delhi,28.51988448,77.08366606,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/9160576176064111506/na/hq/,4.2,Calista Resort
Kanyakumari,8.0883064,77.5384507,http://www.goibibo.com/hotels/detail/Kanyakumari/hn/4049791448359331848/830375435902133005/na/hq/,3,Boopathy Lodge
Buxar,25.5657858,83.9770718,http://www.goibibo.com/hotels/detail/Buxar/hn/6103418669650670840/7952890788262888402/na/hq/,1,Buxar Hotel
Aizawl,23.740738,92.7172255,http://www.goibibo.com/hotels/detail/Aizawl/hn/3581817333896630996/4356606685192846753/na/hq/,1,Chief Guest House
Nainital,29.343056,79.559167,http://www.goibibo.com/hotels/detail/Nainital/hn/4883398002803141725/8650489835130682992/na/hq/,1,Bhimtal Holiday Villa
Coorg,12.33690726,75.82579095,http://www.goibibo.com/hotels/detail/Coorg/hn/6624397033787067229/4140597048322895440/na/hq/,4.5,Chilipili Estate Stay
Delhi,28.5482235,77.2393398,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/4794076202661076604/na/hq/,3.8,Capitol Hills Hotel
Dharmsala,32.22114951,76.33433567,http://www.goibibo.com/hotels/detail/Dharmsala/hn/7558408766196243005/1573542478302208714/na/hq/,1,Camp Chrysalid Dharamshala
Mumbai,19.1629338,72.839241,http://www.goibibo.com/hotels/detail/Mumbai/hn/4213513766539949483/326520463675902535/na/hq/,1,Castle Service Apartment - Goregaon
Marayoor,10.2733958,77.1587239,http://www.goibibo.com/hotels/detail/Marayoor/hn/5513310069347097247/1493765587079774037/na/hq/,2.7,Chandana Annexe
Bangalore,13.0058336,77.6571505,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/4052655927885412182/na/hq/,4.3,carlin  service apartments
Chikmagalur,13.4008043,75.286064,http://www.goibibo.com/hotels/detail/Chikmagalur/hn/4801527334652294087/7369751998873751795/na/hq/,1,BHIDE HOMESTAY
Golaghat,28.6139391,77.2090212,http://www.goibibo.com/hotels/detail/Golaghat/hn/7030330047679038557/1478350383540702387/na/hq/,1,BORAH'S HOME STAY
Alleppey,9.490728173,76.32345788,http://www.goibibo.com/hotels/detail/Alleppey/hn/31335703284729576/1150147477612471201/na/hq/,3,Choice Rooms
Pune,18.58578672,73.73434961,http://www.goibibo.com/hotels/detail/Pune/hn/1554245012668028405/3254129716040718901/na/hq/,3.6,Bizz Tamanna Hotel
Gangtok,27.3311995,88.6063836,http://www.goibibo.com/hotels/detail/Gangtok/hn/1196252839838244621/9074790659490642199/na/hq/,1,Blue Star Hotel
Hosur,12.7409127,77.8252923,http://www.goibibo.com/hotels/detail/Hosur/hn/8323730995416368853/23727130964296875/na/hq/,1,CCC PepperMint
Bundi,25.43815,75.637306,http://www.goibibo.com/hotels/detail/Bundi/hn/4313578615950783961/3479848609686358293/na/hq/,1,Chandana Residency
Alibag,18.61228814,72.90062024,http://www.goibibo.com/hotels/detail/Alibag/hn/5342984967352266322/2253091686247681184/na/hq/,5,Bougainvillea
Varanasi,25.30525251,83.00927128,http://www.goibibo.com/hotels/detail/Varanasi/hn/710870868236923145/4155790894892067553/na/hq/,1,BrijRama Palace. A Heritage Hotel
Bangalore,12.8399389,77.6770031,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/8303908021729356645/na/hq/,1,Chandana Deluxe Hotel
Srinagar,34.0836581,74.7973681,http://www.goibibo.com/hotels/detail/Srinagar/hn/5999885939075030137/7864244637811969990/na/hq/,1,Blue Sky Group of houseboats
Courtalam,8.9510976,77.298937,http://www.goibibo.com/hotels/detail/Courtalam/hn/9161544322628146245/4772222181121705137/na/hq/,1,BWDA Resort
